domain	type	label
cbvmgydosi.com	dnschanger	1
ccyxybiylz.com	dnschanger	1
sfrhqstzay.com	dnschanger	1
vobalctnen.com	dnschanger	1
vduoxvtjum.com	dnschanger	1
ubmviwrcvs.com	dnschanger	1
lyznfqlgaj.com	dnschanger	1
riyduotkpj.com	dnschanger	1
kbongqepmd.com	dnschanger	1
tocfslvdqa.com	dnschanger	1
gchfqcmnvv.com	dnschanger	1
ccgxqiivlr.com	dnschanger	1
ayfftzdcac.com	dnschanger	1
eililgpavn.com	dnschanger	1
ycgzysgswz.com	dnschanger	1
qnlygdxcby.com	dnschanger	1
dzugftzipw.com	dnschanger	1
bfndxhmiri.com	dnschanger	1
rwwqbvezvv.com	dnschanger	1
nfxincjgra.com	dnschanger	1
ztmuqirekx.com	dnschanger	1
ladadvaqnx.com	dnschanger	1
rcoxaeayel.com	dnschanger	1
lyjudxkhnp.com	dnschanger	1
rcamgchvaf.com	dnschanger	1
lfjzeseyth.com	dnschanger	1
ylllnaedgy.com	dnschanger	1
femaoutrjd.com	dnschanger	1
bmnfmeuape.com	dnschanger	1
hulzgodzuw.com	dnschanger	1
whkqwzkmth.com	dnschanger	1
yqedyxwsfn.com	dnschanger	1
qglrvotvwc.com	dnschanger	1
fpgyqomawr.com	dnschanger	1
jkvtkpqgzt.com	dnschanger	1
aumdncbqyi.com	dnschanger	1
offworrlqc.com	dnschanger	1
pnmckgynud.com	dnschanger	1
gknlqvraxi.com	dnschanger	1
yyfojzzehc.com	dnschanger	1
mknclyxsoy.com	dnschanger	1
qravdeozhj.com	dnschanger	1
zrziwqtyij.com	dnschanger	1
frisfnfoci.com	dnschanger	1
toubhxknle.com	dnschanger	1
cithldzzgk.com	dnschanger	1
hgehtigjne.com	dnschanger	1
sezlxtianm.com	dnschanger	1
qbfvsvmsld.com	dnschanger	1
ojfkldolnn.com	dnschanger	1
ughqoecoqz.com	dnschanger	1
kqtqyrnpxj.com	dnschanger	1
zsrizlpcin.com	dnschanger	1
plhiwascot.com	dnschanger	1
pofcovugyw.com	dnschanger	1
zihygcmwea.com	dnschanger	1
lfwnozxaby.com	dnschanger	1
puhasvlkmx.com	dnschanger	1
ypmphdcydm.com	dnschanger	1
nzjvhyprcc.com	dnschanger	1
sbzlscadlz.com	dnschanger	1
iiddjbtvdw.com	dnschanger	1
arhrasnioc.com	dnschanger	1
swukplawzd.com	dnschanger	1
pmnsjmmsla.com	dnschanger	1
otlbgyydwy.com	dnschanger	1
bkqcconcuw.com	dnschanger	1
jzryazoiux.com	dnschanger	1
enxdtusjhm.com	dnschanger	1
dhurgrbham.com	dnschanger	1
kxqsfvikil.com	dnschanger	1
ngiqkqqsvp.com	dnschanger	1
zhxamfvpfq.com	dnschanger	1
lczfwzweda.com	dnschanger	1
wovewrfdpz.com	dnschanger	1
sdnchnrqlk.com	dnschanger	1
jrqercmkxs.com	dnschanger	1
dbctrccvva.com	dnschanger	1
fxfhqxnkez.com	dnschanger	1
vnzbswvdvv.com	dnschanger	1
kkqokntfvt.com	dnschanger	1
ygyjihhnsr.com	dnschanger	1
raubckjoma.com	dnschanger	1
luhjqznebg.com	dnschanger	1
ukthonxkcp.com	dnschanger	1
zxyeqycuhl.com	dnschanger	1
sggijcwrpq.com	dnschanger	1
cxwjyaiftj.com	dnschanger	1
vjnlfuvzbm.com	dnschanger	1
qphomlvpfo.com	dnschanger	1
afhsicjamw.com	dnschanger	1
ztgtxiriwy.com	dnschanger	1
gzmaivrsxc.com	dnschanger	1
bbugbwutcl.com	dnschanger	1
iaajkftqnn.com	dnschanger	1
ofubrbdqbt.com	dnschanger	1
rdqnebkcld.com	dnschanger	1
gxinvvrhmt.com	dnschanger	1
cyeftxorjo.com	dnschanger	1
fygibkqcby.com	dnschanger	1
pmvsmpnsfo.com	dnschanger	1
yoscoomgxw.com	dnschanger	1
aussweuehw.com	dnschanger	1
afbbgmfqyo.com	dnschanger	1
xcbgxskjuw.com	dnschanger	1
plinutdtzz.com	dnschanger	1
ulwtygpxvr.com	dnschanger	1
xthhwxcrxs.com	dnschanger	1
grmwaoumuq.com	dnschanger	1
dcmsktssut.com	dnschanger	1
dczzktubbk.com	dnschanger	1
tgivywzwop.com	dnschanger	1
ezienyalva.com	dnschanger	1
ewvxupccqe.com	dnschanger	1
xoygdygndy.com	dnschanger	1
pmplxdlycw.com	dnschanger	1
bhrfhcrvoh.com	dnschanger	1
pumpbdbrbw.com	dnschanger	1
baujpuzwfr.com	dnschanger	1
faoyyektoe.com	dnschanger	1
ixubctdynp.com	dnschanger	1
euspjxaocn.com	dnschanger	1
kfradiapsg.com	dnschanger	1
vhsagasmxu.com	dnschanger	1
syfkmlroon.com	dnschanger	1
ejzrsoqoqe.com	dnschanger	1
houzcejjrv.com	dnschanger	1
yaguqmxppb.com	dnschanger	1
yirpslyugq.com	dnschanger	1
tfuuxabhpg.com	dnschanger	1
ynleqqidfl.com	dnschanger	1
lnnxqacyfk.com	dnschanger	1
