domain	type	label
xabtuinmts.com	dnschanger	1
iqtylfhfju.com	dnschanger	1
sohlrvmfju.com	dnschanger	1
ffzlbpqlpn.com	dnschanger	1
jndvuagnvg.com	dnschanger	1
pckhvjuasr.com	dnschanger	1
kvinucollb.com	dnschanger	1
fsyblsvcym.com	dnschanger	1
hvewkxzges.com	dnschanger	1
whiuvyvgsx.com	dnschanger	1
skvzgpvwre.com	dnschanger	1
pehpopoowh.com	dnschanger	1
zkmtvnraam.com	dnschanger	1
vjinqsduxj.com	dnschanger	1
fgfztetovg.com	dnschanger	1
uhbuszmkjp.com	dnschanger	1
vfymneviqz.com	dnschanger	1
wvynmztapy.com	dnschanger	1
hwhoxhodis.com	dnschanger	1
hqzwnzgivw.com	dnschanger	1
bchgmedzzd.com	dnschanger	1
sfonkbfnxy.com	dnschanger	1
woichrwerk.com	dnschanger	1
ognchjctgf.com	dnschanger	1
phqmvygabq.com	dnschanger	1
xglmdsdvzf.com	dnschanger	1
lhdrayrcgw.com	dnschanger	1
xawuzfxdnf.com	dnschanger	1
znqdwdjgrs.com	dnschanger	1
comxzmtpow.com	dnschanger	1
yaantszpdz.com	dnschanger	1
genzdnxdhd.com	dnschanger	1
ynleqqidfl.com	dnschanger	1
nmnraoldek.com	dnschanger	1
ruusvxwgzf.com	dnschanger	1
khwpqwtuue.com	dnschanger	1
rlozescmef.com	dnschanger	1
wtwteqcngw.com	dnschanger	1
rjsjzvtfli.com	dnschanger	1
qwbyvtrybi.com	dnschanger	1
swsbrpqbfo.com	dnschanger	1
xkzdsckjqe.com	dnschanger	1
gslqehjrac.com	dnschanger	1
xelwynlmha.com	dnschanger	1
dgmxeqtweg.com	dnschanger	1
iuewjbymqs.com	dnschanger	1
xpvjjgpwse.com	dnschanger	1
ckkkbmbgdl.com	dnschanger	1
dzbsljjjhz.com	dnschanger	1
skhljxbqmb.com	dnschanger	1
hlghfhyvyc.com	dnschanger	1
tiopmhqfbm.com	dnschanger	1
kuqxyismho.com	dnschanger	1
eckznahafq.com	dnschanger	1
mnetzcgram.com	dnschanger	1
uujoocdfgx.com	dnschanger	1
rfdfpabqte.com	dnschanger	1
imqvtrmkwm.com	dnschanger	1
ajbwlyvnoo.com	dnschanger	1
knsmaiyxez.com	dnschanger	1
fezdkopkos.com	dnschanger	1
xhkubqjnws.com	dnschanger	1
dnddymoacy.com	dnschanger	1
dyjblqgejt.com	dnschanger	1
pfumhfgiiz.com	dnschanger	1
vqkubvarwa.com	dnschanger	1
