domain	type	label
fhgkrcwfuq.com	dnschanger	1
bbyrqkwywe.com	dnschanger	1
awjxxttuex.com	dnschanger	1
aslcngsgft.com	dnschanger	1
qwttrdzcfz.com	dnschanger	1
pxzbgvneun.com	dnschanger	1
uekwciwjio.com	dnschanger	1
fxxvjdzzqi.com	dnschanger	1
eoznjjirsg.com	dnschanger	1
pvwsdtfajz.com	dnschanger	1
siwerlseqe.com	dnschanger	1
qydjcgtqsb.com	dnschanger	1
qwyswlelxt.com	dnschanger	1
xjkhkdhwcf.com	dnschanger	1
rugmbntllf.com	dnschanger	1
ojblkmlgmy.com	dnschanger	1
mfgidzjuth.com	dnschanger	1
mrcsgodwqx.com	dnschanger	1
xveziqnvyt.com	dnschanger	1
jufsuysrlu.com	dnschanger	1
hfxqalncvj.com	dnschanger	1
cqubmdqlgw.com	dnschanger	1
ercxznxlzp.com	dnschanger	1
gpeqmnuanp.com	dnschanger	1
wcmxihxtdy.com	dnschanger	1
hvlndzfdwk.com	dnschanger	1
jqgkrtkijm.com	dnschanger	1
hvtjlhzyqe.com	dnschanger	1
ctmrazuict.com	dnschanger	1
hdzayxdwrl.com	dnschanger	1
clitkunutw.com	dnschanger	1
dmogvgsjcs.com	dnschanger	1
xwniatvexl.com	dnschanger	1
trbddhnuuf.com	dnschanger	1
jfjdkpzqsg.com	dnschanger	1
tedysgirgs.com	dnschanger	1
kdsldinmwu.com	dnschanger	1
pfumhfgiiz.com	dnschanger	1
gdccfbwqjs.com	dnschanger	1
cptwlnkwrv.com	dnschanger	1
kicqnknlqb.com	dnschanger	1
ssnqebihxz.com	dnschanger	1
jbrpqwvehp.com	dnschanger	1
vrvkquypmk.com	dnschanger	1
seyteyvkrz.com	dnschanger	1
gikxpcqaow.com	dnschanger	1
uirysafpxl.com	dnschanger	1
vcwjcslkqz.com	dnschanger	1
tevwfrxlbc.com	dnschanger	1
uwkpnutrwo.com	dnschanger	1
llyiucxify.com	dnschanger	1
mtfuvxwmld.com	dnschanger	1
czwdhexlvv.com	dnschanger	1
genzdnxdhd.com	dnschanger	1
ppjhlxgnry.com	dnschanger	1
owtczwwujc.com	dnschanger	1
bsmsvjvlqx.com	dnschanger	1
oeatibjpmj.com	dnschanger	1
mrvpfrrusd.com	dnschanger	1
hreuatxudp.com	dnschanger	1
gztbhqbszx.com	dnschanger	1
oehdygshrh.com	dnschanger	1
barlzmyzbm.com	dnschanger	1
uhwhmmibxv.com	dnschanger	1
ozwekykcac.com	dnschanger	1
fiqzdpsfad.com	dnschanger	1
nhmaygcprm.com	dnschanger	1
ktwpavlewl.com	dnschanger	1
ytkvrhvwrs.com	dnschanger	1
drgiojnvje.com	dnschanger	1
amcmrjjknj.com	dnschanger	1
jayinjrqgp.com	dnschanger	1
diqiecdzdu.com	dnschanger	1
untntyqkuo.com	dnschanger	1
fytxhoreys.com	dnschanger	1
rmbbdxysav.com	dnschanger	1
zvxrgnmwum.com	dnschanger	1
lxsutbpwuh.com	dnschanger	1
wsycclzduf.com	dnschanger	1
tivwdhnooz.com	dnschanger	1
chgwdhdkce.com	dnschanger	1
uypkohahru.com	dnschanger	1
dtwpzqkkdm.com	dnschanger	1
eckumddzkb.com	dnschanger	1
ezailfcfnp.com	dnschanger	1
iqqmxnjdzm.com	dnschanger	1
kzjvsfrfvg.com	dnschanger	1
vaktmyrffr.com	dnschanger	1
qvwepnnzec.com	dnschanger	1
pqhgebbkly.com	dnschanger	1
srpyspqkfg.com	dnschanger	1
lffqyprkew.com	dnschanger	1
nhcyiytycz.com	dnschanger	1
ohuxayejia.com	dnschanger	1
idsbpqmyoc.com	dnschanger	1
lntfrmbtoz.com	dnschanger	1
uoevplviws.com	dnschanger	1
jlfvbcbhxs.com	dnschanger	1
palztgjdoq.com	dnschanger	1
txlauczzgp.com	dnschanger	1
tgtkzvzwon.com	dnschanger	1
xzgsubagyu.com	dnschanger	1
qxmnapmrpr.com	dnschanger	1
lafbtbfacc.com	dnschanger	1
ixubctdynp.com	dnschanger	1
fgibqhbvxg.com	dnschanger	1
njfnrhlhrt.com	dnschanger	1
haqgjcvkkm.com	dnschanger	1
uetmiosagq.com	dnschanger	1
vmtkairwga.com	dnschanger	1
ksfdamkjkj.com	dnschanger	1
toubhxknle.com	dnschanger	1
ykoqehekaj.com	dnschanger	1
rshjzddbdi.com	dnschanger	1
ipdsuqzusj.com	dnschanger	1
oafvdaoiyr.com	dnschanger	1
pvorpxsjsp.com	dnschanger	1
lfesmaidnl.com	dnschanger	1
slgmmrlycn.com	dnschanger	1
yxmmqborwa.com	dnschanger	1
pxjuzsawib.com	dnschanger	1
zdxktjwich.com	dnschanger	1
qyasplwvkt.com	dnschanger	1
acebsoxkpd.com	dnschanger	1
nyknwtccwj.com	dnschanger	1
nhnqrxkpxu.com	dnschanger	1
vmucoamlec.com	dnschanger	1
sbhtvokyjj.com	dnschanger	1
zgltbtqlhs.com	dnschanger	1
juctahijwk.com	dnschanger	1
fzvaxjtsyx.com	dnschanger	1
wbjvdjctbx.com	dnschanger	1
keticrawux.com	dnschanger	1
rshscrmclm.com	dnschanger	1
jinvklajvj.com	dnschanger	1
etndbprqxd.com	dnschanger	1
bwzksqmoqj.com	dnschanger	1
hnhuvwaawl.com	dnschanger	1
xiptmuhtxz.com	dnschanger	1
eghfbfatms.com	dnschanger	1
frcrengsqx.com	dnschanger	1
lvloczuqyv.com	dnschanger	1
mxzupzndtg.com	dnschanger	1
ptacqkpnrt.com	dnschanger	1
