domain	type	label
sggijcwrpq.com	dnschanger	1
tqossxippj.com	dnschanger	1
isbqtpcity.com	dnschanger	1
scafmywebh.com	dnschanger	1
pugzzjvdxj.com	dnschanger	1
egjjxazkqq.com	dnschanger	1
ikmavsaxqm.com	dnschanger	1
rzvseecvro.com	dnschanger	1
lkghemoorn.com	dnschanger	1
sjzsuqrvyg.com	dnschanger	1
dqhepyvwlf.com	dnschanger	1
bcybplxist.com	dnschanger	1
gvkqiblnhp.com	dnschanger	1
clozxnqbdx.com	dnschanger	1
kwevkfjjnt.com	dnschanger	1
kjimtnayzz.com	dnschanger	1
niwzbdlihc.com	dnschanger	1
vpqbmijvnh.com	dnschanger	1
mjqhjduzve.com	dnschanger	1
vprqiqmdeg.com	dnschanger	1
mkjxezdirk.com	dnschanger	1
yqohwwtgbz.com	dnschanger	1
wnbaflufdt.com	dnschanger	1
dbgexnbvkk.com	dnschanger	1
rqgjmgryvw.com	dnschanger	1
kxgscuwljp.com	dnschanger	1
qsofqqwcbl.com	dnschanger	1
yjlwxsizth.com	dnschanger	1
hfmigygnve.com	dnschanger	1
swukplawzd.com	dnschanger	1
sowhoprwnj.com	dnschanger	1
ukyhmrtjsu.com	dnschanger	1
omcouzywbm.com	dnschanger	1
knguizmxyu.com	dnschanger	1
xutkcjbusd.com	dnschanger	1
vzdqtswxsv.com	dnschanger	1
fifllfvysh.com	dnschanger	1
cvjughupfd.com	dnschanger	1
moocstdars.com	dnschanger	1
wmmkusgxwp.com	dnschanger	1
rilycerjwg.com	dnschanger	1
vcemzyzryk.com	dnschanger	1
sunvlhyvkh.com	dnschanger	1
kpabbuphrc.com	dnschanger	1
mdliqlsiyv.com	dnschanger	1
nqndwzlvfi.com	dnschanger	1
rfbisadxvd.com	dnschanger	1
abbhxbglcr.com	dnschanger	1
sivjajrlgs.com	dnschanger	1
cyvtxcukfm.com	dnschanger	1
whyzaonnrt.com	dnschanger	1
wphkatpcyu.com	dnschanger	1
tevwfrxlbc.com	dnschanger	1
jouhdxwgaa.com	dnschanger	1
mpadaeytbc.com	dnschanger	1
fzhhjwfqpi.com	dnschanger	1
pbbvonhrlb.com	dnschanger	1
gdczhnpyap.com	dnschanger	1
wvapgsluyg.com	dnschanger	1
irevcsuqqu.com	dnschanger	1
dvsippikgz.com	dnschanger	1
ifdqgyddxd.com	dnschanger	1
bxalpdasjl.com	dnschanger	1
qgidphhqhu.com	dnschanger	1
rvaonxfxdr.com	dnschanger	1
jyshyizapm.com	dnschanger	1
bzroavwhms.com	dnschanger	1
iesxfshqiy.com	dnschanger	1
yqwqxykyil.com	dnschanger	1
azrroochvw.com	dnschanger	1
hrlvcsfhly.com	dnschanger	1
qlpckserhm.com	dnschanger	1
mknuwfdrvz.com	dnschanger	1
clitkunutw.com	dnschanger	1
ualmhyorug.com	dnschanger	1
ffzlbpqlpn.com	dnschanger	1
mugrjqtdac.com	dnschanger	1
ayfftzdcac.com	dnschanger	1
kmvlyzhkkd.com	dnschanger	1
cialaaggta.com	dnschanger	1
jcetwoxjjc.com	dnschanger	1
sxvjjmnxwp.com	dnschanger	1
cumyuflbog.com	dnschanger	1
lfdoowiluc.com	dnschanger	1
lemqdnbmdn.com	dnschanger	1
hzeciahaxo.com	dnschanger	1
ghfvgzpnhr.com	dnschanger	1
lpjlztpncq.com	dnschanger	1
yrqktuulcw.com	dnschanger	1
ojbrbgjotb.com	dnschanger	1
fcoffdfvhp.com	dnschanger	1
kywilmdisa.com	dnschanger	1
svsoxnjbut.com	dnschanger	1
linbfespam.com	dnschanger	1
cmowzbkdug.com	dnschanger	1
nnlrssuurw.com	dnschanger	1
bujqkroata.com	dnschanger	1
tvzchkrtdp.com	dnschanger	1
vwtkwgdxcr.com	dnschanger	1
noqawrfejy.com	dnschanger	1
ektztyqrke.com	dnschanger	1
fnszsxprfz.com	dnschanger	1
eghfbfatms.com	dnschanger	1
olfbztnzlj.com	dnschanger	1
oztliztkpq.com	dnschanger	1
dcnxxldqvb.com	dnschanger	1
ltnxnuojej.com	dnschanger	1
rknxayewps.com	dnschanger	1
ftklsnttjf.com	dnschanger	1
ypzcwdqpfj.com	dnschanger	1
xyvbiwxjds.com	dnschanger	1
rxmbpgdqgx.com	dnschanger	1
pxqgscoebp.com	dnschanger	1
qkdkhyjzgy.com	dnschanger	1
bvzoncmssp.com	dnschanger	1
nrjkwfbbxg.com	dnschanger	1
iiiltjnmjk.com	dnschanger	1
blxfrkhciw.com	dnschanger	1
mzfkfgkbru.com	dnschanger	1
dxzxlgjlpl.com	dnschanger	1
bmzurfjwwo.com	dnschanger	1
rfafqhrlon.com	dnschanger	1
kjluwfwxkp.com	dnschanger	1
pbvviwikie.com	dnschanger	1
faqqeaozpb.com	dnschanger	1
gwvcnhiqhz.com	dnschanger	1
azkayddyre.com	dnschanger	1
tozbgrorhp.com	dnschanger	1
pzhjqosncx.com	dnschanger	1
jntbhhoxky.com	dnschanger	1
xsqebggjfn.com	dnschanger	1
rlrucdzpbh.com	dnschanger	1
uaanifomzj.com	dnschanger	1
ehenhrwwkw.com	dnschanger	1
rdczknbprf.com	dnschanger	1
xuuijthsuc.com	dnschanger	1
uyykofmszw.com	dnschanger	1
mlyeaiqrkt.com	dnschanger	1
gldoybubgj.com	dnschanger	1
lyaaiijnvr.com	dnschanger	1
myhyfrjjnf.com	dnschanger	1
aokniunlbk.com	dnschanger	1
toclmfhulz.com	dnschanger	1
zkcvqqzapo.com	dnschanger	1
qmtwosqiau.com	dnschanger	1
mkjkdpyhbs.com	dnschanger	1
onsxhcdugs.com	dnschanger	1
linitxzwjh.com	dnschanger	1
xbotxcjmkx.com	dnschanger	1
tebpruiadd.com	dnschanger	1
nfdtoqsuhw.com	dnschanger	1
ijtjhbwsvk.com	dnschanger	1
jbtawzjpnu.com	dnschanger	1
hatqxetagm.com	dnschanger	1
dajmfxczja.com	dnschanger	1
qdxoampmdr.com	dnschanger	1
merqqqmgmj.com	dnschanger	1
hkjaobyzfw.com	dnschanger	1
zvpzpsivcp.com	dnschanger	1
ewtkpnwvyy.com	dnschanger	1
kltdxynpdl.com	dnschanger	1
uzdfyyxzpl.com	dnschanger	1
cdnlvgwdrg.com	dnschanger	1
qyiqbvfduz.com	dnschanger	1
cakufbubkj.com	dnschanger	1
paihhrznxc.com	dnschanger	1
oefxzsrdcx.com	dnschanger	1
snemktdgqn.com	dnschanger	1
gtxtjfijxm.com	dnschanger	1
pnvbqyxicu.com	dnschanger	1
kykubaajig.com	dnschanger	1
jstryatlag.com	dnschanger	1
ipggplkmno.com	dnschanger	1
qqimoqhvlv.com	dnschanger	1
cdxsfwahie.com	dnschanger	1
lladumizdf.com	dnschanger	1
pvlsnfzdzd.com	dnschanger	1
owoddfdbmp.com	dnschanger	1
wgtfflenjg.com	dnschanger	1
egenrotsnf.com	dnschanger	1
phodunughm.com	dnschanger	1
nkvchnyewy.com	dnschanger	1
vqshgfgdai.com	dnschanger	1
toeecmujvm.com	dnschanger	1
sthuiazjlf.com	dnschanger	1
jdqpitibni.com	dnschanger	1
ehctoobmhn.com	dnschanger	1
fgphfcjlcn.com	dnschanger	1
ezienyalva.com	dnschanger	1
pjvwhwdkjb.com	dnschanger	1
ykhtectddf.com	dnschanger	1
fwcthpkxvy.com	dnschanger	1
tfnwobmpff.com	dnschanger	1
bgjvktapyi.com	dnschanger	1
qwythisrso.com	dnschanger	1
webatmooqy.com	dnschanger	1
ebwqukdzjz.com	dnschanger	1
estgqrsmcb.com	dnschanger	1
fwdknfjhih.com	dnschanger	1
uhbuszmkjp.com	dnschanger	1
buznhzfhsy.com	dnschanger	1
tezmztplux.com	dnschanger	1
qpgzqpdzgw.com	dnschanger	1
nceiyscgzt.com	dnschanger	1
cwtqblsuer.com	dnschanger	1
jzbgdltlcc.com	dnschanger	1
kpsxaniula.com	dnschanger	1
nnhrnrlqja.com	dnschanger	1
drukysllsi.com	dnschanger	1
fjmqyvwjfa.com	dnschanger	1
ksvdijxegi.com	dnschanger	1
udnclvfzgr.com	dnschanger	1
ckeofllzsw.com	dnschanger	1
tpprfhmnos.com	dnschanger	1
vcmbafwvxi.com	dnschanger	1
aqgmtehcby.com	dnschanger	1
hkkyqhbewm.com	dnschanger	1
szsvzybgvu.com	dnschanger	1
eekwniktir.com	dnschanger	1
vatkocmszb.com	dnschanger	1
oafaegyhhc.com	dnschanger	1
ckvgipotjz.com	dnschanger	1
qktsumsyyy.com	dnschanger	1
pfxtadnutx.com	dnschanger	1
ncupbxmgtg.com	dnschanger	1
fxsmwyofno.com	dnschanger	1
bdmqvholdy.com	dnschanger	1
xyqlxtuwkv.com	dnschanger	1
bvdflsbmoj.com	dnschanger	1
uxrrgcunix.com	dnschanger	1
ppgqqdaqqi.com	dnschanger	1
eyvyhgapdc.com	dnschanger	1
uldczffbud.com	dnschanger	1
msblvtxmiu.com	dnschanger	1
lmcrqfczhz.com	dnschanger	1
ugcapuxobg.com	dnschanger	1
lmxngwwhcy.com	dnschanger	1
lghizeakbr.com	dnschanger	1
eqaavtyzyc.com	dnschanger	1
rrtldjlenk.com	dnschanger	1
nkbejetpzt.com	dnschanger	1
rcwfvoqjld.com	dnschanger	1
egxvtkmdgn.com	dnschanger	1
wxwjbdvgzv.com	dnschanger	1
gordybjfdh.com	dnschanger	1
xwbpnsrqhk.com	dnschanger	1
zlizrfgchl.com	dnschanger	1
xkvodcnphh.com	dnschanger	1
azzhjyebju.com	dnschanger	1
rsgletzuvr.com	dnschanger	1
alqooixjcx.com	dnschanger	1
jazsxhsagx.com	dnschanger	1
kljgrlngeh.com	dnschanger	1
ieoszdaynl.com	dnschanger	1
hmltftfifl.com	dnschanger	1
xyyzxlpvvg.com	dnschanger	1
ncnikhljod.com	dnschanger	1
xmmorzqftz.com	dnschanger	1
ocvymiotxo.com	dnschanger	1
kqyqxnnlhd.com	dnschanger	1
yocjauurau.com	dnschanger	1
yibfiapuuc.com	dnschanger	1
diybdhfqfo.com	dnschanger	1
upbcddfcez.com	dnschanger	1
dlrksdkmmb.com	dnschanger	1
vivzajxgnh.com	dnschanger	1
xokahmwukk.com	dnschanger	1
sptmxyrxec.com	dnschanger	1
aomvpyyrvn.com	dnschanger	1
deelsjvduz.com	dnschanger	1
agiiypnjst.com	dnschanger	1
awvqpcjsbz.com	dnschanger	1
qcrgdsyzjm.com	dnschanger	1
onmgpmettj.com	dnschanger	1
svabghklbb.com	dnschanger	1
uamgufluvp.com	dnschanger	1
kretzuigqu.com	dnschanger	1
ooiznhwdue.com	dnschanger	1
wxtcmkqael.com	dnschanger	1
oiczlpoirp.com	dnschanger	1
nsiodoatjs.com	dnschanger	1
seymhgahin.com	dnschanger	1
gdicwkqcbd.com	dnschanger	1
syfkmlroon.com	dnschanger	1
qypnbiwwsn.com	dnschanger	1
bmrrxgruqe.com	dnschanger	1
yiaizjknsl.com	dnschanger	1
pwhkszxvbv.com	dnschanger	1
puxincpirn.com	dnschanger	1
rndiqalsbb.com	dnschanger	1
rkgtkefaik.com	dnschanger	1
tfiuwvyzrc.com	dnschanger	1
lpqqdgxrcf.com	dnschanger	1
bhnoxvgojd.com	dnschanger	1
vwoyehypuz.com	dnschanger	1
ofhzjblbkr.com	dnschanger	1
xrkqideboz.com	dnschanger	1
sfsjnbvxgd.com	dnschanger	1
wmwfhoxcvr.com	dnschanger	1
wymaqozoop.com	dnschanger	1
gddiazshcv.com	dnschanger	1
ivdmzsxejq.com	dnschanger	1
ikjzurvtnf.com	dnschanger	1
tmoxzfwxtb.com	dnschanger	1
urimnfvqgf.com	dnschanger	1
ynopcprvul.com	dnschanger	1
tsbwroxuwt.com	dnschanger	1
wpqsywpaug.com	dnschanger	1
gpzlowffax.com	dnschanger	1
wgjdbihskq.com	dnschanger	1
xnjvsfjloy.com	dnschanger	1
gbaqcbfwmv.com	dnschanger	1
jcnqlldaxe.com	dnschanger	1
qzwuhduttl.com	dnschanger	1
bgolxhsmth.com	dnschanger	1
rookjuqwva.com	dnschanger	1
nljneqbvhw.com	dnschanger	1
oqgbvmdbyf.com	dnschanger	1
xvampbbspn.com	dnschanger	1
vlubowplbc.com	dnschanger	1
frqpgjmpyy.com	dnschanger	1
ecrsticwhz.com	dnschanger	1
soxnmqlooz.com	dnschanger	1
vaktmyrffr.com	dnschanger	1
sexbhcpzsy.com	dnschanger	1
fvhyzfthvn.com	dnschanger	1
dkrndboomx.com	dnschanger	1
copmevwhsj.com	dnschanger	1
wgrcgctbes.com	dnschanger	1
nwizechezz.com	dnschanger	1
hrfhicxnba.com	dnschanger	1
ebcjwlbfxi.com	dnschanger	1
isbcrbvnif.com	dnschanger	1
ywiemibwyk.com	dnschanger	1
nwvrmhwaeh.com	dnschanger	1
pldtevwckp.com	dnschanger	1
zcnmolrcjn.com	dnschanger	1
rkyvkotbyj.com	dnschanger	1
afzqxprpaq.com	dnschanger	1
opcnedyecn.com	dnschanger	1
puuwzhruyb.com	dnschanger	1
nmxwwcnbnz.com	dnschanger	1
wfjlzynhxo.com	dnschanger	1
vyppspyxlh.com	dnschanger	1
rytswtghpy.com	dnschanger	1
aenqftoswk.com	dnschanger	1
tbbhwfxpqw.com	dnschanger	1
utpkjessqn.com	dnschanger	1
mesvownbpj.com	dnschanger	1
reogpaygmq.com	dnschanger	1
cdscdkpmol.com	dnschanger	1
tgckybkujt.com	dnschanger	1
dbbcpdljep.com	dnschanger	1
ujnirftpmb.com	dnschanger	1
yggaqxteoa.com	dnschanger	1
mqglryjerv.com	dnschanger	1
zbdweiblnw.com	dnschanger	1
thcisaqqva.com	dnschanger	1
pvqxuzkbsj.com	dnschanger	1
azowofhfec.com	dnschanger	1
idndgimkzm.com	dnschanger	1
rrviapphax.com	dnschanger	1
pxyrgwartb.com	dnschanger	1
kckjkjdegl.com	dnschanger	1
voqfentmrh.com	dnschanger	1
kmdsxgxwxn.com	dnschanger	1
uzmqfrtzoq.com	dnschanger	1
oathrqjxqf.com	dnschanger	1
lfztywhiwn.com	dnschanger	1
xgnsyyxdjy.com	dnschanger	1
ohsyoykncc.com	dnschanger	1
fjaugxmcaz.com	dnschanger	1
sfmicbdjby.com	dnschanger	1
jcjtofvkxi.com	dnschanger	1
jjipirnwfr.com	dnschanger	1
jmomftbpjr.com	dnschanger	1
zhsqqmrgyj.com	dnschanger	1
rlueehniwb.com	dnschanger	1
lpuhfxwxkl.com	dnschanger	1
lorfwoaoxy.com	dnschanger	1
xxtmrqshwl.com	dnschanger	1
hxlymbpozm.com	dnschanger	1
jsctolskel.com	dnschanger	1
inigezvhzb.com	dnschanger	1
fpbfhpzrft.com	dnschanger	1
vyqoydsenw.com	dnschanger	1
bqdvsgogby.com	dnschanger	1
jtpfgpftin.com	dnschanger	1
rcnuqifjos.com	dnschanger	1
gnjsqhgbjk.com	dnschanger	1
fknrtkugwy.com	dnschanger	1
tntimdeucs.com	dnschanger	1
schhgjgasl.com	dnschanger	1
nwzrulnrue.com	dnschanger	1
jgnklaoisu.com	dnschanger	1
bedmbakyrb.com	dnschanger	1
uetmiosagq.com	dnschanger	1
etqdtrwlih.com	dnschanger	1
jyvavobfjb.com	dnschanger	1
nhnqrxkpxu.com	dnschanger	1
orxzqhesxi.com	dnschanger	1
okhjaffqiq.com	dnschanger	1
gyzjlxhlil.com	dnschanger	1
yjbymovsyp.com	dnschanger	1
qxauicyzyi.com	dnschanger	1
ugqwatrqzk.com	dnschanger	1
hahioezjeo.com	dnschanger	1
oclzzpqwdu.com	dnschanger	1
nfpcvdlkgx.com	dnschanger	1
gwejevdyms.com	dnschanger	1
gwdvddopvx.com	dnschanger	1
pfvcoxqnbd.com	dnschanger	1
udkxvefsjz.com	dnschanger	1
sxcihlfshy.com	dnschanger	1
xscsawvknv.com	dnschanger	1
itaauwvdaa.com	dnschanger	1
frrqyyshgo.com	dnschanger	1
gukvdvxmep.com	dnschanger	1
wuppaqiygi.com	dnschanger	1
bidfqfguoy.com	dnschanger	1
segghszbjo.com	dnschanger	1
kzufectnea.com	dnschanger	1
rgywutubwm.com	dnschanger	1
dawgsfbwzf.com	dnschanger	1
jiqlptizvo.com	dnschanger	1
emwolwyjqd.com	dnschanger	1
tsyaqajhih.com	dnschanger	1
edggayzlco.com	dnschanger	1
ucnwyyacyq.com	dnschanger	1
fqmsystjor.com	dnschanger	1
ifrpinlpel.com	dnschanger	1
ohkxelegsu.com	dnschanger	1
gaqrbxemuz.com	dnschanger	1
npdzrjllcc.com	dnschanger	1
rhqqxncqnt.com	dnschanger	1
xsbrfxolsd.com	dnschanger	1
ocqscfkgnj.com	dnschanger	1
tdjrslqsib.com	dnschanger	1
cugscuejsd.com	dnschanger	1
wbhulxvrcy.com	dnschanger	1
ahcsammssd.com	dnschanger	1
fxejiitxsu.com	dnschanger	1
kcfvmjbsml.com	dnschanger	1
zgcbhjkxse.com	dnschanger	1
